-------------------------------------------------
   HGHT            TEMP             PRES
    km              K                 bar
-------------------------------------------------
185.0488     172.5489   1.0733e-03      
184.8912     172.4953   1.0772e-03      
184.7335     172.4611   1.0811e-03      
184.5759     172.4391   1.0850e-03      
184.4183     172.4151   1.0889e-03      
184.2608     172.3711   1.0928e-03      
184.1034     172.2990   1.0968e-03      
183.9456     172.2590   1.1008e-03      
183.7878     172.2764   1.1048e-03      
183.6304     172.2706   1.1088e-03      
183.4731     172.2095   1.1128e-03      
183.3155     172.1556   1.1168e-03      
183.1576     172.1622   1.1208e-03      
183.0001     172.1771   1.1249e-03      
182.8442     171.9587   1.1289e-03      
182.6909     171.1305   1.1329e-03      
182.5293     170.7240   1.1372e-03      
182.3704     171.1044   1.1414e-03      
182.2127     171.3250   1.1455e-03      
182.0549     171.4618   1.1497e-03      
181.8970     171.6079   1.1539e-03      
181.7395     171.7227   1.1581e-03      
181.5824     171.7369   1.1623e-03      
181.4253     171.6657   1.1665e-03      
181.2679     171.5956   1.1708e-03      
181.1101     171.5863   1.1750e-03      
180.9524     171.6328   1.1793e-03      
180.7946     171.7086   1.1836e-03      
180.6372     171.7710   1.1879e-03      
180.4801     171.7515   1.1922e-03      
180.3234     171.6072   1.1966e-03      
180.1665     171.3884   1.2009e-03      
180.0092     171.1931   1.2053e-03      
179.8517     171.0652   1.2097e-03      
179.6940     170.9991   1.2141e-03      
179.5363     170.9768   1.2186e-03      
179.3786     170.9933   1.2230e-03      
179.2211     171.0106   1.2275e-03      
179.0640     170.9672   1.2320e-03      
178.9066     170.8936   1.2365e-03      
178.7489     170.8680   1.2410e-03      
178.5910     170.9262   1.2456e-03      
178.4332     171.0283   1.2501e-03      
178.2761     171.0731   1.2547e-03      
178.1189     171.0451   1.2593e-03      
177.9615     171.0082   1.2639e-03      
177.8042     170.9800   1.2685e-03      
177.6470     170.9289   1.2731e-03      
177.4901     170.8196   1.2778e-03      
177.3329     170.6868   1.2825e-03      
177.1750     170.6356   1.2872e-03      
177.0172     170.6842   1.2919e-03      
176.8596     170.7556   1.2967e-03      
176.7024     170.7757   1.3014e-03      
176.5455     170.7041   1.3062e-03      
176.3887     170.5654   1.3110e-03      
176.2313     170.4433   1.3158e-03      
176.0733     170.4331   1.3206e-03      
175.9151     170.5559   1.3255e-03      
175.7575     170.7028   1.3304e-03      
175.6006     170.7410   1.3352e-03      
175.4439     170.6590   1.3401e-03      
175.2869     170.5327   1.3450e-03      
175.1297     170.4280   1.3500e-03      
174.9722     170.3661   1.3549e-03      
174.8147     170.3419   1.3599e-03      
174.6573     170.3397   1.3649e-03      
174.4997     170.3609   1.3700e-03      
174.3421     170.4156   1.3750e-03      
174.1846     170.4777   1.3801e-03      
174.0275     170.4944   1.3852e-03      
173.8708     170.4285   1.3902e-03      
173.7140     170.2987   1.3953e-03      
173.5569     170.1661   1.4005e-03      
173.3997     170.0530   1.4056e-03      
173.2428     169.9258   1.4108e-03      
173.0858     169.7799   1.4160e-03      
172.9285     169.6580   1.4212e-03      
172.7709     169.5988   1.4265e-03      
172.6131     169.6138   1.4318e-03      
172.4554     169.6758   1.4371e-03      
172.2979     169.7423   1.4424e-03      
172.1406     169.7926   1.4478e-03      
171.9834     169.8134   1.4531e-03      
171.8263     169.7980   1.4585e-03      
171.6691     169.7720   1.4639e-03      
171.5119     169.7556   1.4693e-03      
171.3548     169.7253   1.4747e-03      
171.1979     169.6566   1.4802e-03      
171.0407     169.5843   1.4857e-03      
170.8832     169.5647   1.4912e-03      
170.7257     169.5939   1.4967e-03      
170.5684     169.6197   1.5023e-03      
170.4113     169.6143   1.5078e-03      
170.2542     169.5966   1.5134e-03      
170.0969     169.5882   1.5190e-03      
169.9398     169.5714   1.5246e-03      
169.7828     169.5306   1.5303e-03      
169.6257     169.4829   1.5360e-03      
169.4686     169.4367   1.5417e-03      
169.3115     169.3845   1.5474e-03      
169.1545     169.3272   1.5531e-03      
168.9974     169.2702   1.5589e-03      
168.8404     169.2039   1.5647e-03      
168.6834     169.1249   1.5705e-03      
168.5263     169.0488   1.5763e-03      
168.3693     168.9717   1.5822e-03      
168.2124     168.8708   1.5881e-03      
168.0557     168.7403   1.5940e-03      
167.8986     168.6149   1.5999e-03      
167.7414     168.5277   1.6059e-03      
167.5842     168.4623   1.6119e-03      
167.4272     168.3875   1.6179e-03      
167.2702     168.3009   1.6239e-03      
167.1130     168.2253   1.6300e-03      
166.9557     168.1815   1.6361e-03      
166.7983     168.1725   1.6423e-03      
166.6411     168.1745   1.6484e-03      
166.4842     168.1473   1.6546e-03      
166.3272     168.0906   1.6608e-03      
166.1700     168.0497   1.6670e-03      
166.0126     168.0523   1.6733e-03      
165.8551     168.0900   1.6796e-03      
165.6978     168.1368   1.6859e-03      
165.5407     168.1698   1.6922e-03      
165.3838     168.1730   1.6985e-03      
165.2272     168.1209   1.7049e-03      
165.0706     168.0219   1.7112e-03      
164.9136     167.9336   1.7176e-03      
164.7563     167.8962   1.7241e-03      
164.5991     167.8909   1.7306e-03      
164.4420     167.8842   1.7371e-03      
164.2849     167.8749   1.7436e-03      
164.1275     167.8884   1.7502e-03      
163.9700     167.9447   1.7568e-03      
163.8126     168.0312   1.7634e-03      
163.6556     168.0956   1.7700e-03      
163.4992     168.0835   1.7766e-03      
163.3427     168.0065   1.7833e-03      
163.1859     167.9213   1.7899e-03      
163.0286     167.8832   1.7967e-03      
162.8713     167.8968   1.8034e-03      
162.7146     167.8871   1.8102e-03      
162.5582     167.8039   1.8170e-03      
162.4016     167.6871   1.8238e-03      
162.2447     167.5916   1.8307e-03      
162.0873     167.5510   1.8376e-03      
161.9300     167.5609   1.8445e-03      
161.7728     167.5807   1.8515e-03      
161.6159     167.5816   1.8585e-03      
161.4591     167.5575   1.8655e-03      
161.3022     167.5262   1.8725e-03      
161.1452     167.5093   1.8796e-03      
160.9884     167.4859   1.8866e-03      
160.8320     167.4087   1.8937e-03      
160.6759     167.2630   1.9008e-03      
160.5195     167.0867   1.9080e-03      
160.3628     166.9303   1.9152e-03      
160.2055     166.8369   1.9225e-03      
160.0478     166.8330   1.9298e-03      
159.8903     166.8813   1.9371e-03      
159.7334     166.9131   1.9445e-03      
159.5769     166.8842   1.9518e-03      
159.4206     166.7919   1.9592e-03      
159.2640     166.6795   1.9666e-03      
159.1070     166.5980   1.9741e-03      
158.9498     166.5646   1.9816e-03      
158.7925     166.5732   1.9891e-03      
158.6354     166.5992   1.9967e-03      
158.4786     166.6079   2.0043e-03      
158.3220     166.5777   2.0118e-03      
158.1656     166.5070   2.0195e-03      
158.0091     166.4150   2.0271e-03      
157.8522     166.3354   2.0348e-03      
157.6951     166.2943   2.0426e-03      
157.5382     166.2748   2.0504e-03      
157.3815     166.2413   2.0582e-03      
157.2250     166.1771   2.0660e-03      
157.0686     166.0806   2.0738e-03      
156.9122     165.9636   2.0817e-03      
156.7555     165.8510   2.0897e-03      
156.5986     165.7651   2.0976e-03      
156.4415     165.7187   2.1057e-03      
156.2846     165.6911   2.1137e-03      
156.1279     165.6474   2.1218e-03      
155.9711     165.5974   2.1299e-03      
155.8141     165.5678   2.1381e-03      
155.6573     165.5461   2.1463e-03      
155.5010     165.4899   2.1544e-03      
155.3448     165.3831   2.1627e-03      
155.1881     165.2736   2.1709e-03      
155.0309     165.2195   2.1793e-03      
154.8740     165.1990   2.1877e-03      
154.7176     165.1471   2.1960e-03      
154.5615     165.0454   2.2044e-03      
154.4051     164.9206   2.2129e-03      
154.2484     164.8147   2.2214e-03      
154.0913     164.7520   2.2300e-03      
153.9344     164.7185   2.2386e-03      
153.7775     164.6922   2.2472e-03      
153.6208     164.6622   2.2558e-03      
153.4642     164.6195   2.2645e-03      
153.3076     164.5690   2.2732e-03      
153.1508     164.5249   2.2820e-03      
152.9939     164.5010   2.2908e-03      
152.8370     164.4949   2.2997e-03      
152.6803     164.4835   2.3085e-03      
152.5238     164.4545   2.3174e-03      
152.3670     164.4268   2.3264e-03      
152.2100     164.4234   2.3354e-03      
152.0534     164.4193   2.3444e-03      
151.8977     164.3499   2.3534e-03      
151.7421     164.2005   2.3624e-03      
151.5858     164.0421   2.3715e-03      
151.4286     163.9542   2.3807e-03      
151.2711     163.9537   2.3900e-03      
151.1139     163.9941   2.3993e-03      
150.9572     164.0229   2.4086e-03      
150.8003     164.0403   2.4179e-03      
150.6434     164.0694   2.4273e-03      
150.4868     164.0907   2.4367e-03      
150.3307     164.0672   2.4461e-03      
150.1748     163.9931   2.4556e-03      
150.0186     163.8955   2.4650e-03      
149.8623     163.7993   2.4746e-03      
149.7062     163.6969   2.4842e-03      
149.5498     163.5948   2.4938e-03      
149.3928     163.5332   2.5035e-03      
149.2355     163.5311   2.5133e-03      
149.0784     163.5666   2.5231e-03      
148.9216     163.6044   2.5329e-03      
148.7650     163.6242   2.5428e-03      
148.6086     163.6219   2.5526e-03      
148.4525     163.5871   2.5625e-03      
148.2968     163.5016   2.5724e-03      
148.1411     163.3681   2.5824e-03      
147.9850     163.2300   2.5924e-03      
147.8282     163.1348   2.6025e-03      
147.6714     163.0858   2.6127e-03      
147.5147     163.0550   2.6229e-03      
147.3582     163.0180   2.6331e-03      
147.2020     162.9605   2.6434e-03      
147.0460     162.8776   2.6537e-03      
146.8901     162.7652   2.6640e-03      
146.7344     162.6200   2.6744e-03      
146.5785     162.4613   2.6848e-03      
146.4220     162.3300   2.6954e-03      
146.2650     162.2557   2.7060e-03      
146.1078     162.2366   2.7166e-03      
145.9510     162.2358   2.7273e-03      
145.7949     162.2054   2.7380e-03      
145.6389     162.1358   2.7487e-03      
145.4825     162.0617   2.7595e-03      
145.3257     162.0183   2.7704e-03      
145.1689     162.0030   2.7813e-03      
145.0124     161.9915   2.7923e-03      
144.8560     161.9687   2.8032e-03      
144.6996     161.9383   2.8143e-03      
144.5432     161.9119   2.8253e-03      
144.3866     161.8935   2.8365e-03      
144.2302     161.8776   2.8476e-03      
144.0740     161.8509   2.8588e-03      
143.9179     161.8031   2.8701e-03      
143.7620     161.7335   2.8813e-03      
143.6061     161.6439   2.8927e-03      
143.4502     161.5438   2.9040e-03      
143.2940     161.4493   2.9155e-03      
143.1379     161.3599   2.9270e-03      
142.9816     161.2750   2.9386e-03      
142.8251     161.2090   2.9502e-03      
142.6685     161.1674   2.9619e-03      
142.5121     161.1350   2.9736e-03      
142.3560     161.0888   2.9854e-03      
142.2001     161.0174   2.9972e-03      
142.0439     160.9388   3.0090e-03      
141.8874     160.8833   3.0210e-03      
141.7305     160.8641   3.0330e-03      
141.5740     160.8617   3.0451e-03      
141.4178     160.8431   3.0571e-03      
141.2618     160.8011   3.0692e-03      
141.1056     160.7562   3.0814e-03      
140.9492     160.7216   3.0937e-03      
140.7932     160.6796   3.1059e-03      
140.6375     160.6134   3.1182e-03      
140.4817     160.5267   3.1306e-03      
140.3259     160.4301   3.1430e-03      
140.1702     160.3243   3.1555e-03      
140.0145     160.2069   3.1680e-03      
139.8585     160.0930   3.1806e-03      
139.7019     160.0100   3.1933e-03      
139.5454     159.9608   3.2061e-03      
139.3892     159.9141   3.2189e-03      
139.2335     159.8403   3.2317e-03      
139.0777     159.7478   3.2446e-03      
138.9214     159.6668   3.2576e-03      
138.7651     159.6065   3.2707e-03      
138.6090     159.5503   3.2838e-03      
138.4533     159.4753   3.2969e-03      
138.2975     159.3817   3.3101e-03      
138.1415     159.2928   3.3233e-03      
137.9851     159.2244   3.3367e-03      
137.8289     159.1697   3.3501e-03      
137.6731     159.1058   3.3635e-03      
137.5174     159.0227   3.3770e-03      
137.3615     158.9340   3.3906e-03      
137.2054     158.8558   3.4042e-03      
137.0492     158.7908   3.4179e-03      
136.8929     158.7374   3.4317e-03      
136.7365     158.6991   3.4456e-03      
136.5800     158.6780   3.4595e-03      
136.4236     158.6707   3.4735e-03      
136.2671     158.6729   3.4875e-03      
136.1110     158.6715   3.5016e-03      
135.9553     158.6453   3.5157e-03      
135.8002     158.5759   3.5298e-03      
135.6451     158.4637   3.5439e-03      
135.4899     158.3307   3.5582e-03      
135.3342     158.2066   3.5725e-03      
135.1778     158.1194   3.5870e-03      
135.0213     158.0724   3.6016e-03      
134.8651     158.0380   3.6162e-03      
134.7094     157.9847   3.6308e-03      
134.5542     157.8989   3.6454e-03      
134.3986     157.7959   3.6602e-03      
134.2427     157.7038   3.6750e-03      
134.0864     157.6404   3.6900e-03      
133.9300     157.6048   3.7050e-03      
133.7741     157.5683   3.7201e-03      
133.6186     157.5058   3.7352e-03      
133.4628     157.4330   3.7503e-03      
133.3065     157.3834   3.7656e-03      
133.1501     157.3618   3.7810e-03      
132.9942     157.3402   3.7964e-03      
132.8385     157.2982   3.8118e-03      
132.6829     157.2426   3.8274e-03      
132.5273     157.1787   3.8429e-03      
132.3722     157.0925   3.8585e-03      
132.2177     156.9630   3.8741e-03      
132.0632     156.7928   3.8898e-03      
131.9082     156.6138   3.9056e-03      
131.7524     156.4626   3.9216e-03      
131.5961     156.3557   3.9377e-03      
131.4399     156.2818   3.9539e-03      
131.2837     156.2231   3.9702e-03      
131.1273     156.1817   3.9865e-03      
130.9706     156.1687   4.0030e-03      
130.8140     156.1801   4.0195e-03      
130.6578     156.1927   4.0361e-03      
130.5022     156.1827   4.0526e-03      
130.3468     156.1461   4.0692e-03      
130.1913     156.0974   4.0859e-03      
130.0352     156.0603   4.1027e-03      
129.8786     156.0580   4.1197e-03      
129.7217     156.0934   4.1367e-03      
129.5653     156.1412   4.1538e-03      
129.4098     156.1635   4.1709e-03      
129.2552     156.1312   4.1879e-03      
129.1006     156.0521   4.2050e-03      
128.9453     155.9655   4.2222e-03      
128.7894     155.9050   4.2396e-03      
128.6331     155.8769   4.2571e-03      
128.4772     155.8627   4.2747e-03      
128.3215     155.8432   4.2923e-03      
128.1661     155.8097   4.3100e-03      
128.0112     155.7500   4.3276e-03      
127.8565     155.6605   4.3454e-03      
127.7019     155.5462   4.3632e-03      
127.5474     155.4105   4.3811e-03      
127.3930     155.2562   4.3990e-03      
127.2385     155.0874   4.4171e-03      
127.0835     154.9235   4.4353e-03      
126.9276     154.7930   4.4538e-03      
126.7712     154.7109   4.4723e-03      
126.6146     154.6711   4.4910e-03      
126.4585     154.6478   4.5097e-03      
126.3029     154.6145   4.5285e-03      
126.1474     154.5657   4.5473e-03      
125.9918     154.5147   4.5662e-03      
125.8358     154.4799   4.5853e-03      
125.6796     154.4647   4.6044e-03      
125.5236     154.4597   4.6236e-03      
125.3679     154.4530   4.6429e-03      
125.2124     154.4360   4.6622e-03      
125.0570     154.4083   4.6816e-03      
124.9018     154.3695   4.7010e-03      
124.7468     154.3179   4.7206e-03      
124.5915     154.2625   4.7402e-03      
124.4362     154.2091   4.7599e-03      
124.2811     154.1499   4.7798e-03      
124.1262     154.0761   4.7996e-03      
123.9717     153.9823   4.8195e-03      
123.8170     153.8747   4.8396e-03      
123.6622     153.7634   4.8597e-03      
123.5076     153.6452   4.8799e-03      
123.3529     153.5194   4.9003e-03      
123.1979     153.3983   4.9208e-03      
123.0425     153.2933   4.9414e-03      
122.8868     153.2092   4.9622e-03      
122.7313     153.1393   4.9831e-03      
122.5760     153.0708   5.0040e-03      
122.4208     152.9967   5.0250e-03      
122.2661     152.9100   5.0461e-03      
122.1114     152.8077   5.0672e-03      
121.9566     152.6994   5.0885e-03      
121.8012     152.6050   5.1100e-03      
121.6453     152.5374   5.1316e-03      
121.4895     152.4888   5.1533e-03      
121.3341     152.4434   5.1751e-03      
121.1787     152.3947   5.1969e-03      
121.0236     152.3415   5.2189e-03      
120.8686     152.2795   5.2409e-03      
120.7138     152.2081   5.2630e-03      
120.5587     152.1362   5.2853e-03      
120.4033     152.0740   5.3076e-03      
120.2481     152.0174   5.3301e-03      
120.0937     151.9447   5.3526e-03      
119.9401     151.8317   5.3750e-03      
119.7868     151.6789   5.3976e-03      
119.6327     151.5149   5.4203e-03      
119.4774     151.3773   5.4434e-03      
119.3210     151.2939   5.4668e-03      
119.1640     151.2708   5.4903e-03      
119.0068     151.2948   5.5140e-03      
118.8503     151.3382   5.5377e-03      
118.6950     151.3625   5.5613e-03      
118.5407     151.3444   5.5848e-03      
118.3867     151.2865   5.6084e-03      
118.2328     151.2011   5.6321e-03      
118.0786     151.1027   5.6560e-03      
117.9240     151.0076   5.6801e-03      
117.7685     150.9344   5.7044e-03      
117.6125     150.8962   5.7289e-03      
117.4566     150.8815   5.7535e-03      
117.3019     150.8554   5.7780e-03      
117.1484     150.7863   5.8025e-03      
116.9953     150.6687   5.8270e-03      
116.8418     150.5267   5.8517e-03      
116.6871     150.3985   5.8767e-03      
116.5316     150.3054   5.9020e-03      
116.3759     150.2436   5.9274e-03      
116.2203     150.2003   5.9530e-03      
116.0649     150.1644   5.9786e-03      
115.9099     150.1269   6.0043e-03      
115.7555     150.0748   6.0300e-03      
115.6019     149.9911   6.0557e-03      
115.4487     149.8721   6.0815e-03      
115.2955     149.7286   6.1074e-03      
115.1420     149.5742   6.1334e-03      
114.9882     149.4207   6.1597e-03      
114.8336     149.2825   6.1863e-03      
114.6778     149.1806   6.2132e-03      
114.5212     149.1297   6.2404e-03      
114.3648     149.1166   6.2676e-03      
114.2098     149.1004   6.2948e-03      
114.0566     149.0377   6.3217e-03      
113.9050     148.9016   6.3485e-03      
113.7544     148.6899   6.3753e-03      
113.6035     148.4249   6.4023e-03      
113.4517     148.1419   6.4296e-03      
113.2986     147.8742   6.4574e-03      
113.1442     147.6457   6.4855e-03      
112.9884     147.4742   6.5141e-03      
112.8308     147.3791   6.5431e-03      
112.6721     147.3709   6.5725e-03      
112.5140     147.4222   6.6019e-03      
112.3582     147.4691   6.6311e-03      
112.2050     147.4528   6.6598e-03      
112.0529     147.3618   6.6885e-03      
111.9004     147.2286   6.7174e-03      
111.7470     147.0884   6.7466e-03      
111.5933     146.9538   6.7761e-03      
111.4393     146.8268   6.8058e-03      
111.2849     146.7118   6.8357e-03      
111.1303     146.6096   6.8657e-03      
110.9760     146.5119   6.8959e-03      
110.8223     146.4051   6.9262e-03      
110.6682     146.2939   6.9566e-03      
110.5128     146.2053   6.9875e-03      
110.3564     146.1616   7.0188e-03      
110.1995     146.1627   7.0503e-03      
110.0426     146.1965   7.0819e-03      
109.8860     146.2504   7.1136e-03      
109.7294     146.3180   7.1455e-03      
109.5731     146.3948   7.1774e-03      
109.4183     146.4562   7.2091e-03      
109.2662     146.4548   7.2404e-03      
109.1170     146.3486   7.2713e-03      
108.9690     146.1369   7.3021e-03      
108.8194     145.8716   7.3334e-03      
108.6664     145.6297   7.3656e-03      
108.5110     145.4615   7.3985e-03      
108.3547     145.3635   7.4318e-03      
108.1990     145.3034   7.4651e-03      
108.0437     145.2557   7.4985e-03      
107.8884     145.2174   7.5321e-03      
107.7325     145.1988   7.5659e-03      
107.5761     145.2091   7.6001e-03      
107.4193     145.2494   7.6344e-03      
107.2632     145.3047   7.6688e-03      
107.1094     145.3334   7.7028e-03      
106.9588     145.2838   7.7362e-03      
106.8099     145.1396   7.7695e-03      
106.6597     144.9434   7.8032e-03      
106.5060     144.7712   7.8379e-03      
106.3497     144.6729   7.8734e-03      
106.1936     144.6321   7.9090e-03      
106.0393     144.5958   7.9444e-03      
105.8869     144.5243   7.9795e-03      
105.7353     144.4100   8.0146e-03      
105.5841     144.2612   8.0498e-03      
105.4336     144.0792   8.0851e-03      
105.2832     143.8656   8.1205e-03      
105.1318     143.6420   8.1564e-03      
104.9779     143.4480   8.1931e-03      
104.8214     143.3219   8.2306e-03      
104.6642     143.2670   8.2685e-03      
104.5079     143.2486   8.3064e-03      
104.3528     143.2313   8.3442e-03      
104.1985     143.2024   8.3819e-03      
104.0443     143.1656   8.4198e-03      
103.8904     143.1236   8.4578e-03      
103.7374     143.0661   8.4958e-03      
103.5850     142.9852   8.5338e-03      
103.4329     142.8838   8.5720e-03      
103.2815     142.7599   8.6102e-03      
103.1310     142.6050   8.6483e-03      
102.9805     142.4219   8.6867e-03      
102.8280     142.2414   8.7258e-03      
102.6718     142.1185   8.7661e-03      
102.5124     142.0963   8.8075e-03      
102.3521     142.1690   8.8492e-03      
102.1933     142.2887   8.8908e-03      
102.0373     142.3991   8.9318e-03      
101.8837     142.4650   8.9723e-03      
101.7316     142.4778   9.0126e-03      
101.5797     142.4513   9.0530e-03      
101.4272     142.4080   9.0938e-03      
101.2743     142.3615   9.1349e-03      
101.1216     142.3110   9.1761e-03      
100.9693     142.2484   9.2174e-03      
100.8174     142.1702   9.2589e-03      
100.6659     142.0757   9.3004e-03      
100.5150     141.9597   9.3420e-03      
100.3645     141.8199   9.3838e-03      
100.2132     141.6695   9.4259e-03      
100.0602     141.5342   9.4688e-03      
 99.9060     141.4317   9.5123e-03      
 99.7520     141.3526   9.5560e-03      
 99.5993     141.2709   9.5995e-03      
 99.4476     141.1696   9.6429e-03      
 99.2955     141.0557   9.6867e-03      
 99.1427     140.9468   9.7310e-03      
 98.9895     140.8496   9.7756e-03      
 98.8361     140.7618   9.8205e-03      
 98.6826     140.6827   9.8656e-03      
 98.5289     140.6130   9.9111e-03      
 98.3757     140.5463   9.9566e-03      
 98.2235     140.4684   1.0002e-02      
 98.0721     140.3710   1.0048e-02      
 97.9204     140.2609   1.0093e-02      
 97.7680     140.1527   1.0140e-02      
 97.6152     140.0531   1.0186e-02      
 97.4627     139.9565   1.0233e-02      
 97.3108     139.8538   1.0280e-02      
 97.1592     139.7419   1.0327e-02      
 97.0073     139.6257   1.0375e-02      
 96.8548     139.5143   1.0422e-02      
 96.7023     139.4100   1.0471e-02      
 96.5500     139.3071   1.0519e-02      
 96.3983     139.1981   1.0567e-02      
 96.2476     139.0739   1.0616e-02      
 96.0973     138.9309   1.0664e-02      
 95.9463     138.7801   1.0713e-02      
 95.7930     138.6482   1.0763e-02      
 95.6376     138.5606   1.0814e-02      
 95.4820     138.5134   1.0865e-02      
 95.3287     138.4709   1.0916e-02      
 95.1773     138.4032   1.0967e-02      
 95.0261     138.3117   1.1017e-02      
 94.8737     138.2195   1.1069e-02      
 94.7204     138.1424   1.1121e-02      
 94.5672     138.0772   1.1173e-02      
 94.4143     138.0153   1.1225e-02      
 94.2616     137.9530   1.1278e-02      
 94.1095     137.8857   1.1330e-02      
 93.9588     137.8020   1.1383e-02      
 93.8095     137.6903   1.1435e-02      
 93.6600     137.5552   1.1488e-02      
 93.5090     137.4182   1.1541e-02      
 93.3564     137.3006   1.1595e-02      
 93.2033     137.2057   1.1650e-02      
 93.0515     137.1149   1.1705e-02      
 92.9007     137.0112   1.1759e-02      
 92.7494     136.8999   1.1814e-02      
 92.5970     136.7981   1.1870e-02      
 92.4435     136.7165   1.1926e-02      
 92.2898     136.6541   1.1983e-02      
 92.1366     136.6001   1.2040e-02      
 91.9847     136.5402   1.2097e-02      
 91.8348     136.4577   1.2153e-02      
 91.6855     136.3481   1.2210e-02      
 91.5347     136.2316   1.2267e-02      
 91.3806     136.1434   1.2326e-02      
 91.2245     136.1038   1.2386e-02      
 91.0700     136.0894   1.2445e-02      
 90.9202     136.0472   1.2503e-02      
 90.7745     135.9384   1.2560e-02      
 90.6302     135.7640   1.2617e-02      
 90.4838     135.5589   1.2675e-02      
 90.3335     135.3695   1.2734e-02      
 90.1802     135.2246   1.2795e-02      
 90.0261     135.1216   1.2857e-02      
 89.8750     135.0259   1.2918e-02      
 89.7289     134.8874   1.2978e-02      
 89.5864     134.6788   1.3036e-02      
 89.4430     134.4187   1.3095e-02      
 89.2947     134.1603   1.3156e-02      
 89.1413     133.9548   1.3220e-02      
 88.9861     133.8137   1.3285e-02      
 88.8325     133.7068   1.3350e-02      
 88.6819     133.5944   1.3414e-02      
 88.5333     133.4567   1.3478e-02      
 88.3852     133.2968   1.3541e-02      
 88.2353     133.1340   1.3606e-02      
 88.0819     132.9990   1.3673e-02      
 87.9257     132.9154   1.3741e-02      
 87.7688     132.8794   1.3810e-02      
 87.6146     132.8595   1.3878e-02      
 87.4652     132.8106   1.3944e-02      
 87.3203     132.7017   1.4009e-02      
 87.1783     132.5262   1.4073e-02      
 87.0356     132.3025   1.4137e-02      
 86.8887     132.0731   1.4204e-02      
 86.7357     131.8886   1.4274e-02      
 86.5783     131.7800   1.4347e-02      
 86.4206     131.7354   1.4420e-02      
 86.2673     131.7039   1.4491e-02      
 86.1210     131.6258   1.4560e-02      
 85.9801     131.4685   1.4626e-02      
 85.8396     131.2445   1.4693e-02      
 85.6939     131.0048   1.4762e-02      
 85.5412     130.8108   1.4836e-02      
 85.3842     130.6928   1.4912e-02      
 85.2270     130.6356   1.4988e-02      
 85.0719     130.6044   1.5064e-02      
 84.9197     130.5689   1.5139e-02      
 84.7712     130.5052   1.5212e-02      
 84.6268     130.3943   1.5284e-02      
 84.4833     130.2376   1.5356e-02      
 84.3369     130.0647   1.5429e-02      
 84.1858     129.9156   1.5506e-02      
 84.0319     129.8111   1.5584e-02      
 83.8785     129.7385   1.5663e-02      
 83.7281     129.6670   1.5740e-02      
 83.5805     129.5733   1.5817e-02      
 83.4342     129.4534   1.5893e-02      
 83.2882     129.3143   1.5969e-02      
 83.1416     129.1652   1.6047e-02      
 82.9938     129.0163   1.6125e-02      
 82.8438     128.8810   1.6205e-02      
 82.6911     128.7742   1.6287e-02      
 82.5387     128.6932   1.6369e-02      
 82.3906     128.6060   1.6450e-02      
 82.2478     128.4763   1.6528e-02      
 82.1100     128.2850   1.6604e-02      
 81.9748     128.0306   1.6678e-02      
 81.8404     127.7249   1.6753e-02      
 81.7056     127.3827   1.6829e-02      
 81.5671     127.0238   1.6907e-02      
 81.4224     126.6840   1.6989e-02      
 81.2706     126.4008   1.7077e-02      
 81.1149     126.1920   1.7166e-02      
 80.9616     126.0333   1.7256e-02      
 80.8128     125.8793   1.7343e-02      
 80.6666     125.7085   1.7429e-02      
 80.5206     125.5245   1.7516e-02      
 80.3725     125.3433   1.7604e-02      
 80.2231     125.1781   1.7694e-02      
 80.0742     125.0250   1.7784e-02      
 79.9282     124.8679   1.7873e-02      
 79.7875     124.6816   1.7959e-02      
 79.6537     124.4402   1.8041e-02      
 79.5246     124.1312   1.8122e-02      
 79.3935     123.7685   1.8204e-02      
 79.2536     123.3974   1.8292e-02      
 79.1028     123.0785   1.8388e-02      
 78.9466     122.8455   1.8488e-02      
 78.7942     122.6684   1.8586e-02      
 78.6500     122.4856   1.8680e-02      
 78.5126     122.2593   1.8769e-02      
 78.3765     121.9878   1.8859e-02      
 78.2348     121.7015   1.8953e-02      
 78.0840     121.4497   1.9054e-02      
 77.9221     121.2825   1.9162e-02      
 77.7539     121.2277   1.9276e-02      
 77.5935     121.2326   1.9386e-02      
 77.4532     121.1804   1.9482e-02      
 77.3320     120.9971   1.9565e-02      
 77.2113     120.6962   1.9649e-02      
 77.0739     120.3579   1.9745e-02      
 76.9137     120.1042   1.9858e-02      
 76.7461     119.9990   1.9977e-02      
 76.5877     119.9639   2.0090e-02      
 76.4392     119.9105   2.0197e-02      
 76.2971     119.8131   2.0300e-02      
 76.1559     119.6798   2.0402e-02      
 76.0146     119.5275   2.0506e-02      
 75.8733     119.3639   2.0610e-02      
 75.7317     119.1925   2.0715e-02      
 75.5934     119.0081   2.0818e-02      
 75.4575     118.7988   2.0920e-02      
 75.3191     118.5726   2.1025e-02      
 75.1743     118.3574   2.1135e-02      
 75.0236     118.1808   2.1251e-02      
 74.8747     118.0385   2.1366e-02      
 74.7323     117.8936   2.1477e-02      
 74.5944     117.7211   2.1585e-02      
 74.4557     117.5262   2.1694e-02      
 74.3119     117.3335   2.1808e-02      
 74.1651     117.1632   2.1925e-02      
 74.0201     117.0088   2.2042e-02      
 73.8791     116.8490   2.2156e-02      
 73.7414     116.6702   2.2269e-02      
 73.6030     116.4746   2.2382e-02      
 73.4616     116.2784   2.2499e-02      
