-------------------------------------------------
   HGHT            TEMP             PRES
    km              K                 bar
-------------------------------------------------
 73.3211     116.0880   2.2616e-02      
 73.1857     115.8870   2.2730e-02      
 73.0551     115.6574   2.2840e-02      
 72.9243     115.3990   2.2951e-02      
 72.7868     115.1331   2.3069e-02      
 72.6420     114.8926   2.3194e-02      
 72.4945     114.6903   2.3322e-02      
 72.3493     114.5119   2.3449e-02      
 72.2058     114.3394   2.3576e-02      
 72.0603     114.1735   2.3705e-02      
 71.9115     114.0276   2.3838e-02      
 71.7627     113.9041   2.3972e-02      
 71.6168     113.7892   2.4104e-02      
 71.4762     113.6650   2.4233e-02      
 71.3417     113.5152   2.4356e-02      
 71.2137     113.3286   2.4475e-02      
 71.0901     113.1005   2.4590e-02      
 70.9666     112.8368   2.4705e-02      
 70.8402     112.5516   2.4825e-02      
 70.7118     112.2595   2.4947e-02      
 70.5842     111.9639   2.5069e-02      
 70.4614     111.6580   2.5188e-02      
 70.3447     111.3284   2.5301e-02      
 70.2318     110.9659   2.5412e-02      
 70.1131     110.5692   2.5530e-02      
 69.9816     110.1661   2.5661e-02      
 69.8357     109.8016   2.5808e-02      
 69.6825     109.5091   2.5963e-02      
 69.5388     109.2715   2.6110e-02      
 69.4119     109.0294   2.6241e-02      
 69.3038     108.7455   2.6353e-02      
 69.2145     108.4071   2.6447e-02      
 69.1376     108.0087   2.6528e-02      
 69.0661     107.5487   2.6604e-02      
 68.9916     107.0145   2.6683e-02      
 68.9022     106.3839   2.6780e-02      
 68.7971     105.7089   2.6894e-02      
 68.6818     105.0474   2.7021e-02      
 68.5658     104.4344   2.7150e-02      
 68.4516     103.8543   2.7279e-02      
 68.3337     103.2803   2.7413e-02      
 68.2109     102.7200   2.7554e-02      
 68.0893     102.1937   2.7695e-02      
 67.9759     101.7007   2.7828e-02      
 67.8659     101.2078   2.7958e-02      
 67.7526     100.7007   2.8094e-02      
 67.6275     100.1787   2.8245e-02      
 67.4918      99.6782   2.8411e-02      
 67.3607      99.2367   2.8572e-02      
 67.2427      98.8327   2.8720e-02      
 67.1421      98.4435   2.8846e-02      
 67.0509      98.0348   2.8962e-02      
 66.9582      97.5847   2.9080e-02      
 66.8653      97.1158   2.9200e-02      
 66.7702      96.6266   2.9324e-02      
 66.6744      96.1297   2.9450e-02      
 66.5806      95.6349   2.9574e-02      
 66.4894      95.1399   2.9697e-02      
 66.3993      94.6383   2.9818e-02      
 66.3079      94.1235   2.9943e-02      
 66.2206      93.6208   3.0064e-02      
 66.1245      93.0757   3.0198e-02      
 66.0123      92.4925   3.0355e-02      
 65.8864      91.9170   3.0535e-02      
 65.7516      91.3821   3.0729e-02      
 65.6218      90.9173   3.0919e-02      
 65.4989      90.4958   3.1100e-02      
 65.3739      90.0840   3.1286e-02      
 65.2389      89.6787   3.1490e-02      
 65.0977      89.3062   3.1705e-02      
 64.9633      88.9814   3.1912e-02      
 64.8445      88.6882   3.2097e-02      
 64.7442      88.4066   3.2255e-02      
 64.6561      88.1150   3.2394e-02      
 64.5742      87.8051   3.2524e-02      
 64.4886      87.4598   3.2662e-02      
 64.3937      87.0820   3.2816e-02      
 64.2943      86.6997   3.2979e-02      
 64.1951      86.3260   3.3142e-02      
 64.1033      85.9715   3.3295e-02      
 64.0214      85.6319   3.3433e-02      
 63.9424      85.2813   3.3567e-02      
 63.8629      84.9144   3.3703e-02      
 63.7784      84.5240   3.3848e-02      
 63.6855      84.1114   3.4010e-02      
 63.5845      83.6902   3.4187e-02      
 63.4733      83.2662   3.4385e-02      
 63.3508      82.8508   3.4605e-02      
 63.2190      82.4612   3.4844e-02      
 63.0827      82.1115   3.5095e-02      
 62.9487      81.8048   3.5344e-02      
 62.8188      81.5300   3.5588e-02      
 62.6920      81.2758   3.5829e-02      
 62.5701      81.0387   3.6063e-02      
 62.4546      80.8133   3.6286e-02      
 62.3440      80.5922   3.6502e-02      
 62.2389      80.3737   3.6709e-02      
 62.1401      80.1558   3.6905e-02      
 62.0424      79.9299   3.7101e-02      
 61.9405      79.6941   3.7306e-02      
 61.8310      79.4527   3.7529e-02      
 61.7091      79.2114   3.7780e-02      
 61.5781      78.9884   3.8052e-02      
 61.4521      78.7963   3.8316e-02      
 61.3385      78.6229   3.8557e-02      
 61.2385      78.4545   3.8770e-02      
 61.1443      78.2778   3.8973e-02      
 61.0483      78.0887   3.9180e-02      
 60.9508      77.8941   3.9393e-02      
 60.8542      77.6992   3.9606e-02      
 60.7579      77.5025   3.9820e-02      
 60.6592      77.3023   4.0040e-02      
 60.5568      77.1011   4.0271e-02      
 60.4446      76.8975   4.0527e-02      
 60.3224      76.7032   4.0807e-02      
 60.1995      76.5311   4.1092e-02      
 60.0815      76.3769   4.1368e-02      
 59.9677      76.2315   4.1637e-02      
 59.8578      76.0908   4.1898e-02      
 59.7516      75.9524   4.2153e-02      
 59.6522      75.8157   4.2394e-02      
 59.5585      75.6763   4.2622e-02      
 59.4589      75.5260   4.2866e-02      
 59.3490      75.3728   4.3138e-02      
 59.2278      75.2270   4.3441e-02      
 59.1017      75.0996   4.3758e-02      
 58.9817      74.9907   4.4063e-02      
 58.8719      74.8893   4.4345e-02      
 58.7694      74.7867   4.4609e-02      
 58.6677      74.6790   4.4874e-02      
 58.5629      74.5686   4.5148e-02      
 58.4571      74.4601   4.5428e-02      
 58.3522      74.3543   4.5707e-02      
 58.2461      74.2497   4.5992e-02      
 58.1367      74.1476   4.6287e-02      
 58.0271      74.0511   4.6586e-02      
 57.9237      73.9593   4.6870e-02      
 57.8276      73.8668   4.7135e-02      
 57.7364      73.7697   4.7389e-02      
 57.6461      73.6666   4.7642e-02      
 57.5532      73.5584   4.7905e-02      
 57.4540      73.4476   4.8187e-02      
 57.3487      73.3398   4.8488e-02      
 57.2373      73.2392   4.8810e-02      
 57.1203      73.1489   4.9151e-02      
 56.9961      73.0718   4.9515e-02      
 56.8695      73.0110   4.9890e-02      
 56.7475      72.9627   5.0255e-02      
 56.6323      72.9192   5.0601e-02      
 56.5244      72.8751   5.0928e-02      
 56.4236      72.8272   5.1236e-02      
 56.3268      72.7736   5.1534e-02      
 56.2318      72.7151   5.1827e-02      
 56.1367      72.6528   5.2124e-02      
 56.0376      72.5886   5.2434e-02      
 55.9325      72.5266   5.2766e-02      
 55.8244      72.4705   5.3110e-02      
 55.7164      72.4200   5.3456e-02      
 55.6109      72.3730   5.3797e-02      
 55.5102      72.3264   5.4124e-02      
 55.4143      72.2776   5.4438e-02      
 55.3241      72.2248   5.4735e-02      
 55.2365      72.1666   5.5025e-02      
 55.1445      72.1039   5.5332e-02      
 55.0455      72.0416   5.5664e-02      
 54.9388      71.9848   5.6025e-02      
 54.8254      71.9378   5.6412e-02      
 54.7130      71.9009   5.6797e-02      
 54.6105      71.8674   5.7152e-02      
 54.5216      71.8291   5.7461e-02      
 54.4383      71.7823   5.7752e-02      
 54.3480      71.7288   5.8070e-02      
 54.2436      71.6773   5.8440e-02      
 54.1256      71.6385   5.8862e-02      
 54.0065      71.6156   5.9291e-02      
 53.9000      71.5977   5.9677e-02      
 53.8150      71.5717   5.9987e-02      
 53.7428      71.5327   6.0252e-02      
 53.6652      71.4821   6.0538e-02      
 53.5801      71.4271   6.0853e-02      
 53.4883      71.3731   6.1196e-02      
 53.3888      71.3234   6.1570e-02      
 53.2841      71.2815   6.1966e-02      
 53.1729      71.2491   6.2390e-02      
 53.0538      71.2296   6.2847e-02      
 52.9352      71.2224   6.3306e-02      
 52.8266      71.2189   6.3729e-02      
 52.7298      71.2106   6.4109e-02      
 52.6413      71.1945   6.4458e-02      
 52.5523      71.1729   6.4812e-02      
 52.4585      71.1502   6.5186e-02      
 52.3629      71.1290   6.5570e-02      
 52.2675      71.1090   6.5956e-02      
 52.1735      71.0892   6.6338e-02      
 52.0827      71.0683   6.6710e-02      
 51.9961      71.0445   6.7066e-02      
 51.9117      71.0173   6.7416e-02      
 51.8261      70.9876   6.7772e-02      
 51.7367      70.9576   6.8147e-02      
 51.6432      70.9299   6.8541e-02      
 51.5464      70.9060   6.8951e-02      
 51.4508      70.8855   6.9359e-02      
 51.3593      70.8655   6.9752e-02      
 51.2695      70.8445   7.0140e-02      
 51.1768      70.8238   7.0543e-02      
 51.0767      70.8073   7.0981e-02      
 50.9698      70.7990   7.1452e-02      
 50.8620      70.7987   7.1930e-02      
 50.7580      70.8023   7.2394e-02      
 50.6605      70.8050   7.2832e-02      
 50.5706      70.8034   7.3238e-02      
 50.4864      70.7960   7.3620e-02      
 50.4048      70.7836   7.3993e-02      
 50.3227      70.7679   7.4370e-02      
 50.2357      70.7518   7.4772e-02      
 50.1421      70.7390   7.5207e-02      
 50.0463      70.7308   7.5654e-02      
 49.9544      70.7242   7.6086e-02      
 49.8691      70.7153   7.6490e-02      
 49.7882      70.7023   7.6874e-02      
 49.7100      70.6853   7.7248e-02      
 49.6345      70.6646   7.7610e-02      
 49.5581      70.6409   7.7979e-02      
 49.4760      70.6166   7.8378e-02      
 49.3886      70.5949   7.8804e-02      
 49.2978      70.5772   7.9250e-02      
 49.2069      70.5631   7.9699e-02      
 49.1199      70.5501   8.0131e-02      
 49.0380      70.5355   8.0540e-02      
 48.9600      70.5180   8.0932e-02      
 48.8821      70.4981   8.1326e-02      
 48.7995      70.4777   8.1745e-02      
 48.7128      70.4597   8.2187e-02      
 48.6272      70.4439   8.2627e-02      
 48.5481      70.4273   8.3035e-02      
 48.4745      70.4074   8.3417e-02      
 48.3981      70.3848   8.3815e-02      
 48.3145      70.3630   8.4254e-02      
 48.2217      70.3464   8.4743e-02      
 48.1222      70.3384   8.5271e-02      
 48.0239      70.3372   8.5796e-02      
 47.9328      70.3373   8.6285e-02      
 47.8525      70.3335   8.6719e-02      
 47.7796      70.3237   8.7115e-02      
 47.7039      70.3105   8.7528e-02      
 47.6223      70.2976   8.7975e-02      
 47.5351      70.2879   8.8456e-02      
 47.4432      70.2833   8.8966e-02      
 47.3503      70.2833   8.9485e-02      
 47.2614      70.2849   8.9983e-02      
 47.1815      70.2836   9.0434e-02      
 47.1094      70.2768   9.0843e-02      
 47.0379      70.2659   9.1250e-02      
 46.9617      70.2538   9.1686e-02      
 46.8788      70.2439   9.2163e-02      
 46.7899      70.2388   9.2678e-02      
 46.7005      70.2380   9.3198e-02      
 46.6182      70.2373   9.3679e-02      
 46.5451      70.2323   9.4110e-02      
 46.4756      70.2228   9.4520e-02      
 46.4029      70.2110   9.4952e-02      
 46.3232      70.2006   9.5427e-02      
 46.2368      70.1946   9.5945e-02      
 46.1459      70.1944   9.6494e-02      
 46.0561      70.1983   9.7039e-02      
 45.9702      70.2031   9.7563e-02      
 45.8870      70.2075   9.8073e-02      
 45.8031      70.2123   9.8590e-02      
 45.7169      70.2190   9.9125e-02      
 45.6314      70.2271   9.9658e-02      
 45.5486      70.2350   1.0018e-01      
 45.4680      70.2418   1.0068e-01      
 45.3890      70.2475   1.0118e-01      
 45.3122      70.2516   1.0167e-01      
 45.2390      70.2532   1.0214e-01      
 45.1706      70.2510   1.0258e-01      
 45.1040      70.2455   1.0301e-01      
 45.0364      70.2379   1.0345e-01      
 44.9644      70.2303   1.0391e-01      
 44.8865      70.2252   1.0442e-01      
 44.8039      70.2241   1.0497e-01      
 44.7190      70.2271   1.0553e-01      
 44.6345      70.2331   1.0609e-01      
 44.5522      70.2401   1.0664e-01      
 44.4701      70.2480   1.0719e-01      
 44.3880      70.2571   1.0774e-01      
 44.3058      70.2672   1.0830e-01      
 44.2254      70.2774   1.0885e-01      
 44.1473      70.2869   1.0938e-01      
 44.0715      70.2949   1.0990e-01      
 43.9978      70.3013   1.1041e-01      
 43.9256      70.3061   1.1092e-01      
 43.8518      70.3105   1.1143e-01      
 43.7774      70.3152   1.1195e-01      
 43.7034      70.3198   1.1247e-01      
 43.6307      70.3238   1.1299e-01      
 43.5582      70.3272   1.1350e-01      
 43.4853      70.3307   1.1402e-01      
 43.4153      70.3329   1.1452e-01      
 43.3495      70.3325   1.1500e-01      
 43.2827      70.3306   1.1548e-01      
 43.2118      70.3293   1.1600e-01      
 43.1366      70.3304   1.1655e-01      
 43.0588      70.3344   1.1712e-01      
 42.9809      70.3404   1.1769e-01      
 42.9047      70.3472   1.1826e-01      
 42.8331      70.3527   1.1879e-01      
 42.7657      70.3555   1.1929e-01      
 42.6994      70.3564   1.1979e-01      
 42.6301      70.3573   1.2031e-01      
 42.5590      70.3590   1.2085e-01      
 42.4895      70.3606   1.2138e-01      
 42.4239      70.3606   1.2188e-01      
 42.3608      70.3585   1.2237e-01      
 42.2962      70.3554   1.2286e-01      
 42.2292      70.3525   1.2338e-01      
 42.1609      70.3504   1.2391e-01      
 42.0915      70.3492   1.2445e-01      
 42.0207      70.3491   1.2501e-01      
 41.9495      70.3501   1.2557e-01      
 41.8808      70.3511   1.2611e-01      
 41.8160      70.3506   1.2663e-01      
 41.7514      70.3489   1.2714e-01      
 41.6835      70.3476   1.2769e-01      
 41.6150      70.3472   1.2824e-01      
 41.5494      70.3464   1.2877e-01      
 41.4864      70.3443   1.2928e-01      
 41.4246      70.3407   1.2978e-01      
 41.3630      70.3362   1.3029e-01      
 41.3007      70.3313   1.3080e-01      
 41.2354      70.3268   1.3134e-01      
 41.1635      70.3251   1.3193e-01      
 41.0864      70.3278   1.3258e-01      
 41.0109      70.3333   1.3321e-01      
 40.9390      70.3392   1.3381e-01      
 40.8714      70.3439   1.3438e-01      
 40.8081      70.3463   1.3492e-01      
 40.7481      70.3463   1.3543e-01      
 40.6905      70.3440   1.3592e-01      
 40.6302      70.3408   1.3644e-01      
 40.5651      70.3387   1.3700e-01      
 40.4992      70.3378   1.3757e-01      
 40.4356      70.3370   1.3812e-01      
 40.3747      70.3351   1.3865e-01      
 40.3151      70.3321   1.3917e-01      
 40.2524      70.3292   1.3972e-01      
 40.1854      70.3281   1.4032e-01      
 40.1170      70.3289   1.4092e-01      
 40.0497      70.3307   1.4152e-01      
 39.9833      70.3329   1.4211e-01      
 39.9179      70.3352   1.4270e-01      
 39.8535      70.3373   1.4328e-01      
 39.7902      70.3390   1.4386e-01      
 39.7254      70.3411   1.4444e-01      
 39.6539      70.3461   1.4510e-01      
 39.5768      70.3559   1.4580e-01      
 39.5004      70.3687   1.4651e-01      
 39.4282      70.3817   1.4718e-01      
 39.3611      70.3930   1.4780e-01      
 39.2973      70.4023   1.4840e-01      
 39.2354      70.4099   1.4898e-01      
 39.1758      70.4157   1.4954e-01      
 39.1168      70.4202   1.5009e-01      
 39.0565      70.4243   1.5066e-01      
 38.9949      70.4286   1.5125e-01      
 38.9330      70.4332   1.5184e-01      
 38.8734      70.4370   1.5241e-01      
 38.8173      70.4390   1.5295e-01      
 38.7630      70.4392   1.5348e-01      
 38.7053      70.4392   1.5404e-01      
 38.6426      70.4410   1.5465e-01      
 38.5767      70.4452   1.5529e-01      
 38.5123      70.4504   1.5592e-01      
 38.4516      70.4549   1.5652e-01      
 38.3907      70.4592   1.5712e-01      
 38.3272      70.4644   1.5775e-01      
 38.2633      70.4706   1.5839e-01      
 38.2021      70.4764   1.5900e-01      
 38.1444      70.4807   1.5958e-01      
 38.0866      70.4843   1.6016e-01      
 38.0254      70.4886   1.6078e-01      
 37.9609      70.4949   1.6144e-01      
 37.8954      70.5028   1.6211e-01      
 37.8299      70.5120   1.6278e-01      
 37.7639      70.5222   1.6346e-01      
 37.6985      70.5331   1.6413e-01      
 37.6351      70.5438   1.6479e-01      
 37.5732      70.5539   1.6543e-01      
 37.5108      70.5642   1.6609e-01      
 37.4450      70.5762   1.6678e-01      
 37.3771      70.5903   1.6749e-01      
 37.3120      70.6045   1.6818e-01      
 37.2536      70.6158   1.6880e-01      
 37.2000      70.6239   1.6937e-01      
 37.1463      70.6304   1.6994e-01      
 37.0911      70.6365   1.7054e-01      
 37.0339      70.6430   1.7115e-01      
 36.9737      70.6509   1.7180e-01      
 36.9112      70.6605   1.7248e-01      
 36.8525      70.6695   1.7312e-01      
 36.7973      70.6767   1.7372e-01      
 36.7382      70.6848   1.7437e-01      
 36.6698      70.6975   1.7512e-01      
 36.5967      70.7154   1.7593e-01      
 36.5287      70.7336   1.7668e-01      
 36.4659      70.7500   1.7738e-01      
 36.4060      70.7647   1.7805e-01      
 36.3515      70.7762   1.7867e-01      
 36.3038      70.7834   1.7920e-01      
 36.2598      70.7870   1.7970e-01      
 36.2101      70.7904   1.8026e-01      
 36.1502      70.7973   1.8094e-01      
 36.0848      70.8087   1.8169e-01      
 36.0200      70.8222   1.8243e-01      
 35.9574      70.8362   1.8315e-01      
 35.8993      70.8486   1.8382e-01      
 35.8455      70.8587   1.8445e-01      
 35.7939      70.8668   1.8505e-01      
 35.7437      70.8733   1.8563e-01      
 35.6959      70.8780   1.8619e-01      
 35.6502      70.8807   1.8673e-01      
 35.6054      70.8818   1.8725e-01      
 35.5548      70.8835   1.8785e-01      
 35.4957      70.8886   1.8855e-01      
 35.4318      70.8977   1.8931e-01      
 35.3697      70.9086   1.9005e-01      
 35.3111      70.9192   1.9075e-01      
 35.2533      70.9296   1.9145e-01      
 35.1966      70.9399   1.9213e-01      
 35.1424      70.9491   1.9279e-01      
 35.0906      70.9569   1.9342e-01      
 35.0390      70.9640   1.9404e-01      
 34.9838      70.9721   1.9472e-01      
 34.9243      70.9825   1.9545e-01      
 34.8644      70.9944   1.9619e-01      
 34.8058      71.0067   1.9691e-01      
 34.7479      71.0191   1.9763e-01      
 34.6888      71.0325   1.9836e-01      
 34.6277      71.0475   1.9913e-01      
 34.5651      71.0642   1.9991e-01      
 34.5031      71.0818   2.0069e-01      
 34.4449      71.0982   2.0143e-01      
 34.3913      71.1121   2.0211e-01      
 34.3410      71.1236   2.0275e-01      
 34.2907      71.1340   2.0339e-01      
 34.2388      71.1446   2.0405e-01      
 34.1858      71.1555   2.0473e-01      
 34.1310      71.1673   2.0544e-01      
 34.0727      71.1812   2.0619e-01      
 34.0127      71.1970   2.0697e-01      
 33.9534      71.2135   2.0774e-01      
 33.8963      71.2296   2.0849e-01      
 33.8410      71.2448   2.0921e-01      
 33.7884      71.2586   2.0990e-01      
 33.7381      71.2708   2.1057e-01      
 33.6889      71.2817   2.1122e-01      
 33.6394      71.2921   2.1187e-01      
 33.5871      71.3034   2.1257e-01      
 33.5332      71.3157   2.1329e-01      
 33.4789      71.3287   2.1402e-01      
 33.4260      71.3413   2.1473e-01      
 33.3790      71.3512   2.1536e-01      
 33.3357      71.3584   2.1594e-01      
 33.2928      71.3642   2.1653e-01      
 33.2509      71.3686   2.1710e-01      
 33.2115      71.3713   2.1763e-01      
 33.1755      71.3717   2.1812e-01      
 33.1358      71.3715   2.1867e-01      
 33.0808      71.3755   2.1942e-01      
 33.0125      71.3878   2.2036e-01      
 32.9377      71.4086   2.2140e-01      
 32.8629      71.4345   2.2244e-01      
 32.7925      71.4616   2.2342e-01      
 32.7295      71.4863   2.2431e-01      
 32.6757      71.5059   2.2506e-01      
 32.6371      71.5163   2.2561e-01      
 32.6064      71.5206   2.2604e-01      
 32.5695      71.5245   2.2656e-01      
 32.5250      71.5301   2.2720e-01      
 32.4728      71.5393   2.2794e-01      
 32.4171      71.5516   2.2874e-01      
 32.3619      71.5652   2.2953e-01      
 32.3056      71.5802   2.3034e-01      
 32.2499      71.5960   2.3114e-01      
 32.1996      71.6097   2.3187e-01      
 32.1569      71.6194   2.3249e-01      
 32.1156      71.6270   2.3309e-01      
 32.0667      71.6367   2.3381e-01      
 32.0100      71.6506   2.3464e-01      
 31.9518      71.6671   2.3549e-01      
 31.8944      71.6847   2.3634e-01      
 31.8378      71.7029   2.3718e-01      
 31.7814      71.7216   2.3801e-01      
 31.7286      71.7390   2.3880e-01      
 31.6828      71.7525   2.3949e-01      
 31.6427      71.7622   2.4009e-01      
 31.5981      71.7723   2.4076e-01      
 31.5463      71.7856   2.4154e-01      
 31.4908      71.8018   2.4238e-01      
 31.4369      71.8185   2.4319e-01      
 31.3860      71.8341   2.4397e-01      
 31.3371      71.8487   2.4471e-01      
 31.2883      71.8629   2.4546e-01      
 31.2411      71.8763   2.4618e-01      
 31.1984      71.8871   2.4684e-01      
 31.1592      71.8953   2.4745e-01      
 31.1203      71.9022   2.4805e-01      
 31.0766      71.9102   2.4872e-01      
 31.0267      71.9210   2.4950e-01      
 30.9740      71.9343   2.5032e-01      
 30.9198      71.9496   2.5117e-01      
 30.8681      71.9646   2.5198e-01      
 30.8184      71.9791   2.5276e-01      
 30.7687      71.9937   2.5355e-01      
 30.7167      72.0095   2.5437e-01      
 30.6631      72.0269   2.5522e-01      
 30.6115      72.0440   2.5605e-01      
 30.5619      72.0602   2.5684e-01      
 30.5132      72.0758   2.5762e-01      
 30.4655      72.0908   2.5838e-01      
 30.4213      72.1039   2.5910e-01      
 30.3808      72.1145   2.5975e-01      
 30.3390      72.1247   2.6043e-01      
 30.2909      72.1374   2.6121e-01      
 30.2375      72.1535   2.6208e-01      
 30.1809      72.1728   2.6301e-01      
 30.1244      72.1936   2.6393e-01      
 30.0702      72.2142   2.6482e-01      
 30.0167      72.2349   2.6571e-01      
 29.9635      72.2559   2.6659e-01      
 29.9118      72.2764   2.6745e-01      
 29.8644      72.2945   2.6824e-01      
 29.8232      72.3086   2.6892e-01      
 29.7845      72.3203   2.6957e-01      
 29.7409      72.3333   2.7030e-01      
 29.6921      72.3490   2.7112e-01      
 29.6405      72.3670   2.7199e-01      
 29.5915      72.3845   2.7282e-01      
 29.5416      72.4027   2.7367e-01      
 29.4844      72.4255   2.7465e-01      
 29.4228      72.4529   2.7570e-01      
 29.3611      72.4823   2.7676e-01      
 29.3107      72.5058   2.7762e-01      
 29.2706      72.5223   2.7831e-01      
 29.2297      72.5376   2.7902e-01      
 29.1831      72.5553   2.7983e-01      
 29.1381      72.5724   2.8061e-01      
 29.1044      72.5830   2.8120e-01      
 29.0809      72.5872   2.8161e-01      
 29.0483      72.5928   2.8218e-01      
 29.0013      72.6042   2.8300e-01      
 28.9455      72.6221   2.8398e-01      
 28.8936      72.6408   2.8490e-01      
 28.8507      72.6553   2.8565e-01      
 28.8087      72.6688   2.8640e-01      
 28.7606      72.6850   2.8725e-01      
 28.7121      72.7022   2.8812e-01      
 28.6775      72.7126   2.8874e-01      
 28.6586      72.7147   2.8907e-01      
 28.6338      72.7162   2.8952e-01      
 28.5915      72.7224   2.9028e-01      
 28.5405      72.7345   2.9120e-01      
 28.4918      72.7481   2.9208e-01      
 28.4488      72.7599   2.9285e-01      
 28.4023      72.7734   2.9370e-01      
 28.3466      72.7922   2.9471e-01      
 28.2902      72.8137   2.9574e-01      
 28.2404      72.8331   2.9666e-01      
 28.2031      72.8457   2.9734e-01      
 28.1723      72.8537   2.9791e-01      
 28.1402      72.8607   2.9850e-01      
 28.1115      72.8654   2.9903e-01      
 28.0827      72.8688   2.9956e-01      
 28.0428      72.8753   3.0030e-01      
 27.9879      72.8894   3.0132e-01      
 27.9276      72.9098   3.0245e-01      
 27.8684      72.9329   3.0356e-01      
 27.8103      72.9575   3.0465e-01      
 27.7584      72.9799   3.0563e-01      
 27.7144      72.9978   3.0646e-01      
 27.6756      73.0121   3.0720e-01      
 27.6369      73.0254   3.0793e-01      
 27.5938      73.0403   3.0875e-01      
 27.5499      73.0559   3.0959e-01      
 27.5065      73.0714   3.1042e-01      
 27.4615      73.0878   3.1129e-01      
 27.4177      73.1038   3.1213e-01      
 27.3796      73.1168   3.1286e-01      
 27.3453      73.1271   3.1353e-01      
 27.3104      73.1366   3.1420e-01      
 27.2765      73.1452   3.1486e-01      
 27.2397      73.1544   3.1558e-01      
 27.1964      73.1665   3.1642e-01      
 27.1512      73.1806   3.1730e-01      
 27.1165      73.1902   3.1798e-01      
 27.0926      73.1943   3.1845e-01      
 27.0651      73.1979   3.1899e-01      
 27.0225      73.2062   3.1983e-01      
 26.9692      73.2213   3.2089e-01      
 26.9121      73.2415   3.2202e-01      
 26.8480      73.2684   3.2329e-01      
 26.7718      73.3067   3.2481e-01      
 26.7009      73.3465   3.2623e-01      
 26.6424      73.3800   3.2741e-01      
 26.5941      73.4066   3.2839e-01      
 26.5595      73.4232   3.2909e-01      
 26.5298      73.4351   3.2969e-01      
 26.4956      73.4480   3.3038e-01      
 26.4539      73.4645   3.3123e-01      
 26.4066      73.4849   3.3220e-01      
 26.3614      73.5051   3.3312e-01      
 26.3144      73.5266   3.3408e-01      
 26.2603      73.5533   3.3520e-01      
 26.2031      73.5836   3.3638e-01      
 26.1566      73.6081   3.3734e-01      
 26.1229      73.6238   3.3804e-01      
 26.0872      73.6391   3.3878e-01      
 26.0401      73.6608   3.3976e-01      
 25.9915      73.6846   3.4078e-01      
 25.9508      73.7040   3.4163e-01      
 25.9147      73.7199   3.4238e-01      
 25.8727      73.7387   3.4327e-01      
 25.8199      73.7646   3.4438e-01      
 25.7658      73.7933   3.4553e-01      
 25.7161      73.8202   3.4658e-01      
 25.6652      73.8484   3.4766e-01      
 25.6122      73.8788   3.4879e-01      
 25.5641      73.9065   3.4982e-01      
 25.5278      73.9256   3.5060e-01      
 25.5001      73.9380   3.5120e-01      
 25.4706      73.9498   3.5183e-01      
 25.4335      73.9651   3.5263e-01      
 25.3964      73.9806   3.5343e-01      
 25.3682      73.9909   3.5404e-01      
 25.3473      73.9964   3.5449e-01      
 25.3221      74.0022   3.5504e-01      
 25.2875      74.0116   3.5579e-01      
 25.2473      74.0245   3.5667e-01      
 25.2033      74.0406   3.5763e-01      
 25.1576      74.0589   3.5863e-01      
 25.1149      74.0766   3.5957e-01      
 25.0740      74.0935   3.6047e-01      
 25.0325      74.1109   3.6138e-01      
 24.9870      74.1309   3.6239e-01      
 24.9357      74.1554   3.6353e-01      
 24.8823      74.1828   3.6471e-01      
 24.8270      74.2131   3.6595e-01      
 24.7679      74.2477   3.6727e-01      
 24.7159      74.2787   3.6843e-01      
 24.6782      74.2998   3.6928e-01      
 24.6529      74.3113   3.6985e-01      
 24.6345      74.3173   3.7027e-01      
 24.6086      74.3253   3.7085e-01      
 24.5735      74.3376   3.7165e-01      
 24.5438      74.3477   3.7232e-01      
 24.5281      74.3506   3.7268e-01      
 24.5031      74.3553   3.7324e-01      
 24.4520      74.3721   3.7441e-01      
 24.3802      74.4060   3.7605e-01      
 24.3026      74.4513   3.7783e-01      
 24.2332      74.4960   3.7943e-01      
 24.1714      74.5374   3.8086e-01      
 24.1211      74.5707   3.8203e-01      
 24.0858      74.5920   3.8285e-01      
 24.0625      74.6036   3.8339e-01      
 24.0374      74.6144   3.8398e-01      
 24.0003      74.6316   3.8484e-01      
 23.9607      74.6511   3.8577e-01      
 23.9160      74.6743   3.8682e-01      
 23.8621      74.7050   3.8809e-01      
 23.8082      74.7378   3.8936e-01      
 23.7633      74.7650   3.9042e-01      
 23.7256      74.7867   3.9132e-01      
 23.6828      74.8114   3.9233e-01      
 23.6270      74.8461   3.9366e-01      
 23.5663      74.8870   3.9512e-01      
 23.5128      74.9240   3.9640e-01      
 23.4604      74.9605   3.9766e-01      
 23.4059      74.9995   3.9897e-01      
 23.3604      75.0315   4.0007e-01      
 23.3393      75.0437   4.0058e-01      
 23.3144      75.0491   4.0119e-01      
 23.2654      75.0624   4.0238e-01      
 23.2204      75.0833   4.0347e-01      
 23.1914      75.0961   4.0418e-01      
 23.1680      75.1046   4.0476e-01      
 23.1324      75.1188   4.0563e-01      
 23.0820      75.1430   4.0687e-01      
 23.0321      75.1697   4.0810e-01      
 22.9920      75.1911   4.0908e-01      
 22.9551      75.2102   4.1000e-01      
 22.9097      75.2348   4.1112e-01      
 22.8579      75.2651   4.1241e-01      
 22.8117      75.2928   4.1356e-01      
 22.7811      75.3095   4.1433e-01      
 22.7626      75.3173   4.1479e-01      
 22.7438      75.3235   4.1526e-01      
